OBJECTID,AQI,Category,ResponsiblePollutant,PollenCount,PollenType,PollenDescription,ReportDateTime
5017,62,Moderate,PM2.5,,,Not on file,2011/02/17 06:00:00+00
5018,29,Good,PM2.5,,,Not on file,2011/02/16 06:00:00+00
5019,30,Good,PM2.5,,,Not on file,2011/02/15 06:00:00+00
5020,25,Good,PM2.5,,,Not on file,2011/02/14 06:00:00+00
5021,24,Good,PM2.5,,,Not on file,2011/02/13 06:00:00+00
5022,30,Good,PM2.5,,,Not on file,2011/02/12 06:00:00+00
5023,27,Good,PM2.5,,,Not on file,2011/02/11 06:00:00+00
5024,24,Good,PM2.5,,,Not on file,2011/02/10 06:00:00+00
5025,20,Good,PM2.5,,,Not on file,2011/02/09 06:00:00+00
5026,32,Good,PM2.5,,,Not on file,2011/02/08 06:00:00+00
5027,29,Good,PM2.5,,,Not on file,2011/02/07 06:00:00+00
5028,22,Good,PM2.5,,,Not on file,2011/02/06 06:00:00+00
5029,26,Good,PM2.5,,,Not on file,2011/02/05 06:00:00+00
5030,19,Good,PM2.5,,,Not on file,2011/02/04 06:00:00+00
5031,19,Good,PM2.5,,,Not on file,2011/02/03 06:00:00+00
5032,31,Good,PM2.5,,,Not on file,2011/02/02 06:00:00+00
5033,43,Good,PM2.5,,,Not on file,2011/02/01 06:00:00+00
5034,53,Moderate,PM2.5,,,Not on file,2011/01/31 06:00:00+00
5035,36,Good,PM2.5,,,Not on file,2011/01/30 06:00:00+00
5036,35,Good,PM2.5,,,Not on file,2011/01/29 06:00:00+00
5037,35,Good,PM2.5,,,Not on file,2011/01/28 06:00:00+00
5038,35,Good,PM2.5,,,Not on file,2011/01/28 06:00:00+00
5039,32,Good,PM2.5,,,Not on file,2011/01/27 06:00:00+00
5040,35,Good,PM2.5,,,Not on file,2011/01/26 06:00:00+00
5041,39,Good,PM2.5,,,Not on file,2011/01/25 06:00:00+00
5042,36,Good,PM2.5,,,Not on file,2011/01/24 06:00:00+00
5043,29,Good,PM2.5,,,Not on file,2011/01/23 06:00:00+00
5044,23,Good,PM2.5,,,Not on file,2011/01/22 06:00:00+00
5045,30,Good,PM2.5,,,Not on file,2011/01/21 06:00:00+00
5046,31,Good,PM2.5,,,Not on file,2011/01/20 06:00:00+00
5047,39,Good,PM2.5,,,Not on file,2011/01/19 06:00:00+00
5048,59,Moderate,PM2.5,,,Not on file,2011/01/18 06:00:00+00
5049,59,Moderate,PM2.5,,,Not on file,2011/01/17 06:00:00+00
5050,32,Good,PM2.5,,,Not on file,2011/01/16 06:00:00+00
5051,41,Good,PM2.5,,,Not on file,2011/01/15 06:00:00+00
5052,33,Good,PM2.5,,,Not on file,2011/01/14 06:00:00+00
5053,34,Good,PM2.5,,,Not on file,2011/01/13 06:00:00+00
5054,33,Good,PM2.5,,,Not on file,2011/01/12 06:00:00+00
5055,24,Good,PM2.5,,,Not on file,2011/01/11 06:00:00+00
5056,23,Good,PM2.5,,,Not on file,2011/01/10 06:00:00+00
5057,27,Good,PM2.5,,,Not on file,2011/01/09 06:00:00+00
5058,32,Good,PM2.5,,,Not on file,2011/01/08 06:00:00+00
5059,35,Good,PM2.5,,,Not on file,2011/01/07 06:00:00+00
5060,21,Good,PM2.5,,,Not on file,2011/01/06 06:00:00+00
5061,25,Good,PM2.5,,,Not on file,2011/01/05 06:00:00+00
5062,26,Good,PM2.5,,,Not on file,2011/01/04 06:00:00+00
5063,20,Good,PM2.5,,,Not on file,2011/01/03 06:00:00+00
5064,16,Good,PM2.5,,,Not on file,2011/01/02 06:00:00+00
5065,37,Good,PM2.5,,,Not on file,2011/01/01 06:00:00+00
5066,32,Good,PM2.5,,,Not on file,2010/12/31 06:00:00+00
5067,35,Good,PM2.5,,,Not on file,2010/12/30 06:00:00+00
5068,40,Good,PM2.5,,,Not on file,2010/12/29 06:00:00+00
5069,27,Good,PM2.5,,,Not on file,2010/12/28 06:00:00+00
5070,20,Good,PM2.5,,,Not on file,2010/12/27 06:00:00+00
5071,25,Good,PM2.5,,,Not on file,2010/12/26 06:00:00+00
5072,24,Good,PM2.5,,,Not on file,2010/12/25 06:00:00+00
5073,25,Good,PM2.5,,,Not on file,2010/12/24 06:00:00+00
5074,36,Good,PM2.5,,,Not on file,2010/12/23 06:00:00+00
5075,38,Good,PM2.5,,,Not on file,2010/12/22 06:00:00+00
5076,34,Good,PM2.5,,,Not on file,2010/12/21 06:00:00+00
5077,38,Good,PM2.5,,,Not on file,2010/12/20 06:00:00+00
5078,51,Moderate,PM2.5,,,Not on file,2010/12/19 06:00:00+00
5079,41,Good,PM2.5,,,Not on file,2010/12/18 06:00:00+00
5080,31,Good,PM2.5,,,Not on file,2010/12/17 06:00:00+00
5081,19,Good,PM2.5,,,Not on file,2010/12/16 06:00:00+00
5082,28,Good,PM2.5,,,Not on file,2010/12/15 06:00:00+00
5083,,Not on file,PM2.5,,,Not on file,2010/12/14 06:00:00+00
5084,20,Good,PM2.5,,,Not on file,2010/12/14 06:00:00+00
5085,19,Good,PM2.5,,,Not on file,2010/12/13 06:00:00+00
5086,44,Good,PM2.5,,,Not on file,2010/12/12 06:00:00+00
5087,45,Good,PM2.5,,,Not on file,2010/12/11 06:00:00+00
5088,48,Good,PM2.5,,,Not on file,2010/12/10 06:00:00+00
5089,39,Good,PM2.5,,,Not on file,2010/12/09 06:00:00+00
5090,,Not on file,,,,Not on file,2010/12/08 06:00:00+00
5091,29,Good,PM2.5,,,Not on file,2010/12/08 06:00:00+00
5092,22,Good,PM2.5,,,Not on file,2010/12/07 06:00:00+00
5093,25,Good,PM2.5,,,Not on file,2010/12/06 06:00:00+00
5094,38,Good,PM2.5,,,Not on file,2010/12/05 06:00:00+00
5095,33,Good,PM2.5,,,Not on file,2010/12/04 06:00:00+00
5096,28,Good,PM2.5,,,Not on file,2010/12/03 06:00:00+00
5097,21,Good,PM2.5,,,Not on file,2010/12/02 06:00:00+00
5098,21,Good,PM2.5,,,Not on file,2010/12/01 06:00:00+00
5099,27,Good,PM2.5,,,Not on file,2010/11/30 06:00:00+00
5100,31,Good,PM2.5,,,Not on file,2010/11/29 06:00:00+00
5101,26,Good,PM2.5,,,Not on file,2010/11/28 06:00:00+00
5102,18,Good,PM2.5,,,Not on file,2010/11/27 06:00:00+00
5103,22,Good,PM2.5,,,Not on file,2010/11/26 06:00:00+00
5104,27,Good,PM2.5,,,Not on file,2010/11/25 06:00:00+00
5105,27,Good,PM2.5,,,Not on file,2010/11/24 06:00:00+00
5106,31,Good,PM2.5,,,Not on file,2010/11/23 06:00:00+00
5107,37,Good,PM2.5,,,Not on file,2010/11/22 06:00:00+00
5108,50,Good,PM2.5,,,Not on file,2010/11/21 06:00:00+00
5109,36,Good,PM2.5,,,Not on file,2010/11/20 06:00:00+00
5110,46,Good,PM2.5,,,Not on file,2010/11/19 06:00:00+00
5111,16,Good,PM2.5,,,Not on file,2010/11/18 06:00:00+00
5112,37,Good,PM2.5,,,Not on file,2010/11/18 06:00:00+00
5113,16,Good,PM2.5,,,Not on file,2010/11/17 06:00:00+00
5114,,Not on file,,,,Not on file,2010/11/17 06:00:00+00
5115,23,Good,PM2.5,,,Not on file,2010/11/16 06:00:00+00
5116,12,Good,PM2.5,,,Not on file,2010/11/15 06:00:00+00
5117,43,Good,PM2.5,,,Not on file,2010/11/14 06:00:00+00
5118,47,Good,PM2.5,,,Not on file,2010/11/13 06:00:00+00
5119,44,Good,PM2.5,,,Not on file,2010/11/12 06:00:00+00
5120,43,Good,PM2.5,,,Not on file,2010/11/11 06:00:00+00
5121,39,Good,PM2.5,,,Not on file,2010/11/10 06:00:00+00
5122,32,Good,PM2.5,,,Not on file,2010/11/09 06:00:00+00
5123,33,Good,PM2.5,,,Not on file,2010/11/08 06:00:00+00
5124,30,Good,PM2.5,,,Not on file,2010/11/07 05:00:00+00
5125,18,Good,PM2.5,,,Not on file,2010/11/06 05:00:00+00
5126,17,Good,PM2.5,,,Not on file,2010/11/05 05:00:00+00
5127,35,Good,PM2.5,,,Not on file,2010/11/04 05:00:00+00
5128,35,Good,PM2.5,,,Not on file,2010/11/03 05:00:00+00
5129,36,Good,PM2.5,,,Not on file,2010/11/02 05:00:00+00
5130,43,Good,PM2.5,,,Not on file,2010/11/01 05:00:00+00
5131,36,Good,Ozone 8-hr,,,Not on file,2010/10/31 05:00:00+00
5132,25,Good,Ozone 8-hr,,,Not on file,2010/10/30 05:00:00+00
5133,28,Good,Ozone 8-hr,1,Ragweed,Slight,2010/10/29 05:00:00+00
5134,35,Good,Ozone 8-hr,1,Ragweed,Slight,2010/10/28 05:00:00+00
5135,23,Good,Ozone 8-hr,2,Ragweed,Slight,2010/10/27 05:00:00+00
5136,31,Good,Ozone 8-hr,4,Ragweed,Slight,2010/10/26 05:00:00+00
5137,44,Good,Ozone 8-hr,4,Ragweed,Slight,2010/10/25 05:00:00+00
5138,44,Good,Ozone 8-hr,,,Not on file,2010/10/24 05:00:00+00
5139,39,Good,PM2.5,,,Not on file,2010/10/23 05:00:00+00
5140,39,Good,Ozone 8-hr,2,Ragweed,Slight,2010/10/22 05:00:00+00
5141,37,Good,PM2.5,1,Ragweed,Slight,2010/10/21 05:00:00+00
5142,46,Good,PM2.5,5,Ragweed,Slight,2010/10/20 05:00:00+00
5143,50,Good,Ozone 8-hr,3,Ragweed,Slight,2010/10/19 05:00:00+00
5144,52,Moderate,PM2.5,1,Ragweed,Slight,2010/10/18 05:00:00+00
5145,41,Good,PM2.5,,,Not on file,2010/10/17 05:00:00+00
5146,52,Moderate,PM2.5,9,Grass, Pine,2003/05/16 05:00:00+00
5147,34,Good,Ozone 8-hr,,,Not on file,2010/10/16 05:00:00+00
5148,29,Good,Ozone 8-hr,3,Ragweed,Slight,2010/10/15 05:00:00+00
5149,41,Good,PM2.5,3,Ragweed,Slight,2010/10/14 05:00:00+00
5150,55,Moderate,PM2.5,5,Ragweed,Slight,2010/10/13 05:00:00+00
5151,64,Moderate,Ozone 8-hr,9,Ragweed,Moderate,2010/10/12 05:00:00+00
5152,71,Moderate,Ozone 8-hr,5,Ragweed,Slight,2010/10/11 05:00:00+00
5153,67,Moderate,Ozone 8-hr,,,Not on file,2010/10/10 05:00:00+00
5154,71,Moderate,Ozone 8-hr,,,Not on file,2010/10/09 05:00:00+00
5155,65,Moderate,PM2.5,5,Ragweed,Slight,2010/10/08 05:00:00+00
5156,42,Good,Ozone 8-hr,2,Grass, Ragweed,2010/10/07 05:00:00+00
5157,32,Good,Ozone 8-hr,1,Ragweed,Slight,2010/10/06 05:00:00+00
5158,24,Good,Ozone 8-hr,3,Ragweed,Slight,2010/10/05 05:00:00+00
5159,25,Good,PM2.5,1,Ragweed,Slight,2010/10/04 05:00:00+00
5160,38,Good,Ozone 8-hr,,,Not on file,2010/10/03 05:00:00+00
5161,36,Good,Ozone 8-hr,,,Not on file,2010/10/02 05:00:00+00
5162,50,Good,Ozone 8-hr,11,Grass, Ragweed,2010/10/01 05:00:00+00
5163,41,Good,PM2.5,2,Grass, Ragweed,2010/09/30 05:00:00+00
5164,40,Good,Ozone 8-hr,2,Grass, Ragweed,2010/09/29 05:00:00+00
5165,31,Good,PM2.5,11,, Grass,2010/09/28 05:00:00+00
5166,34,Good,Ozone 8-hr,13,Grass, Ragweed,2010/09/27 05:00:00+00
5167,37,Good,Ozone 8-hr,,,Not on file,2010/09/26 05:00:00+00
5168,57,Moderate,PM2.5,,,Not on file,2010/09/25 05:00:00+00
5169,58,Moderate,Ozone 8-hr,55,Grass, Ragweed,2010/09/24 05:00:00+00
5170,60,Moderate,PM2.5,21,Grass, Ragweed,2010/09/23 05:00:00+00
5171,77,Moderate,Ozone 8-hr,14,Grass, Ragweed,2010/09/22 05:00:00+00
5172,50,Good,Ozone 8-hr,21,Grass, Ragweed,2010/09/21 05:00:00+00
5173,71,Moderate,Ozone 8-hr,18,Grass, Ragweed,2010/09/20 05:00:00+00
5174,44,Good,Ozone 8-hr,,,Not on file,2010/09/19 05:00:00+00
5175,46,Good,Ozone 8-hr,,,Not on file,2010/09/18 05:00:00+00
5176,60,Moderate,PM2.5,38,Grass, Ragweed,2010/09/17 05:00:00+00
5177,49,Good,Ozone 8-hr,61,Grass, Ragweed,2010/09/16 05:00:00+00
5178,47,Good,Ozone 8-hr,19,Grass, Ragweed,2010/09/15 05:00:00+00
5179,47,Good,Ozone 8-hr,59,Grass, Ragweed,2010/09/14 05:00:00+00
5180,33,Good,Ozone 8-hr,63,, Grass,2010/09/13 05:00:00+00
5181,37,Good,PM2.5,,,Not on file,2010/09/12 05:00:00+00
5182,35,Good,PM2.5,,,Not on file,2010/09/11 05:00:00+00
5183,43,Good,PM2.5,18,, Grass,2010/09/10 05:00:00+00
5184,35,Good,PM2.5,33,Grass, Ragweed,2010/09/09 05:00:00+00
5185,47,Good,PM2.5,22,Grass, Ragweed,2010/09/08 05:00:00+00
5186,45,Good,Ozone 8-hr,19,Grass, Ragweed,2010/09/07 05:00:00+00
5187,41,Good,Ozone 8-hr,,,Not on file,2010/09/06 05:00:00+00
5188,29,Good,PM2.5,,,Not on file,2010/09/05 05:00:00+00
5189,34,Good,PM2.5,,,Not on file,2010/09/04 05:00:00+00
5190,51,Moderate,PM2.5,13,Grass, Ragweed,2010/09/03 05:00:00+00
5191,43,Good,PM2.5,16,Grass, Ragweed,2010/09/02 05:00:00+00
5192,41,Good,PM2.5,7,Grass, Ragweed,2010/09/01 05:00:00+00
5193,47,Good,PM2.5,5,Grass, Ragweed,2010/08/31 05:00:00+00
5194,42,Good,PM2.5,11,Grass, Ragweed,2010/08/30 05:00:00+00
5195,55,Moderate,PM2.5,,,Not on file,2010/08/29 05:00:00+00
5196,53,Moderate,PM2.5,,,Not on file,2010/08/28 05:00:00+00
5197,48,Good,PM2.5,14,Grass, Ragweed,2010/08/27 05:00:00+00
5198,43,Good,PM2.5,8,Grass, Ragweed,2010/08/26 05:00:00+00
5199,40,Good,PM2.5,12,Grass, Ragweed,2010/08/25 05:00:00+00
5200,35,Good,PM2.5,,,Not on file,2005/12/21 06:00:00+00
5201,44,Good,PM2.5,7,Grass, Ragweed,2010/08/24 05:00:00+00
5202,39,Good,Ozone 8-hr,5,Grass, Ragweed,2010/08/23 05:00:00+00
5203,38,Good,PM2.5,,,Not on file,2010/08/22 05:00:00+00
5204,40,Good,PM2.5,,,Not on file,2010/08/21 05:00:00+00
5205,38,Good,Ozone 8-hr,3,Grass,Slight,2010/08/20 05:00:00+00
5206,28,Good,Ozone 8-hr,1,Grass,Slight,2010/08/19 05:00:00+00
5207,42,Good,PM2.5,1,Grass,Slight,2010/08/18 05:00:00+00
5208,36,Good,Ozone 8-hr,5,Grass,Slight,2010/08/17 05:00:00+00
5209,47,Good,Ozone 8-hr,5,Grass,Slight,2010/08/16 05:00:00+00
5210,49,Good,Ozone 8-hr,,,Not on file,2010/08/15 05:00:00+00
5211,111,Unhealthy for Sensitive Groups,Ozone 8-hr,,,Not on file,2010/08/14 05:00:00+00
5212,58,Moderate,Ozone 8-hr,6,Grass,Moderate,2010/08/13 05:00:00+00
5213,49,Good,PM2.5,4,Grass,Slight,2010/08/12 05:00:00+00
5214,46,Good,Ozone 8-hr,3,Grass,Slight,2010/08/11 05:00:00+00
5215,55,Moderate,PM2.5,11,Grass,Moderate,2010/08/10 05:00:00+00
5216,73,Moderate,PM2.5,12,Grass,Moderate,2010/08/09 05:00:00+00
5217,87,Moderate,Ozone 8-hr,,,Not on file,2010/08/08 05:00:00+00
5218,49,Good,PM2.5,,,Not on file,2010/08/07 05:00:00+00
5219,49,Good,PM2.5,1,Grass,Slight,2010/08/06 05:00:00+00
5220,64,Moderate,PM2.5,7,Grass,Moderate,2010/08/05 05:00:00+00
5221,,Not on file,,,,Not on file,2010/08/04 05:00:00+00
5222,90,Moderate,Ozone 8-hr,7,Grass,Moderate,2010/08/04 05:00:00+00
5223,87,Moderate,Ozone 8-hr,5,Grass,Slight,2010/08/03 05:00:00+00
5224,58,Moderate,PM2.5,14,Grass,Moderate,2010/08/02 05:00:00+00
5225,48,Good,PM2.5,,,Not on file,2010/08/01 05:00:00+00
5226,61,Moderate,Ozone 8-hr,,,Not on file,2010/07/31 05:00:00+00
5227,42,Good,Ozone 8-hr,7,Grass,Moderate,2010/07/30 05:00:00+00
5228,32,Good,Ozone 8-hr,27,Grass,Extremely Heavy,2010/07/29 05:00:00+00
5229,41,Good,Ozone 8-hr,7,Grass,Moderate,2010/07/28 05:00:00+00
5230,45,Good,PM2.5,6,Grass,Moderate,2010/07/27 05:00:00+00
5231,68,Moderate,PM2.5,41,Grass,Extremely Heavy,2010/07/26 05:00:00+00
5232,71,Moderate,PM2.5,,,Not on file,2010/07/25 05:00:00+00
5233,70,Moderate,PM2.5,,,Not on file,2010/07/24 05:00:00+00
5234,47,Good,PM2.5,44,Grass,Extremely Heavy,2010/07/23 05:00:00+00
5235,61,Moderate,PM2.5,7,Grass,Moderate,2010/07/22 05:00:00+00
5236,49,Good,PM2.5,29,Grass,Extremely Heavy,2010/07/21 05:00:00+00
5237,38,Good,Ozone 8-hr,15,Grass,Moderate,2010/07/20 05:00:00+00
5238,45,Good,PM2.5,42,Grass,Extremely Heavy,2010/07/19 05:00:00+00
5239,34,Good,PM2.5,,,Not on file,2010/07/18 05:00:00+00
5240,57,Moderate,PM2.5,,,Not on file,2010/07/17 05:00:00+00
5241,87,Moderate,Ozone 8-hr,24,Grass,Heavy,2010/07/16 05:00:00+00
5242,77,Moderate,Ozone 8-hr,24,Grass,Heavy,2010/07/15 05:00:00+00
5243,29,Good,Ozone 8-hr,9,Grass,Moderate,2010/07/14 05:00:00+00
5244,35,Good,Ozone 8-hr,2,Grass,Slight,2010/07/13 05:00:00+00
5245,44,Good,Ozone 8-hr,7,Grass,Moderate,2010/07/12 05:00:00+00
5246,45,Good,Ozone 8-hr,,,Not on file,2010/07/11 05:00:00+00
5247,48,Good,Ozone 8-hr,,,Not on file,2010/07/10 05:00:00+00
5248,60,Moderate,PM2.5,34,Grass,Extremely Heavy,2010/07/09 05:00:00+00
5249,61,Moderate,Ozone 8-hr,17,Grass,Heavy,2010/07/08 05:00:00+00
5250,49,Good,PM2.5,10,Grass,Moderate,2010/07/07 05:00:00+00
5251,79,Moderate,PM2.5,19,Grass,Heavy,2010/07/06 05:00:00+00
5252,62,Moderate,PM2.5,,,Not on file,2010/07/05 05:00:00+00
5253,64,Moderate,PM2.5,,,Not on file,2010/07/04 05:00:00+00
5254,67,Moderate,Ozone 8-hr,,,Not on file,2010/07/03 05:00:00+00
5255,47,Good,PM2.5,8,Grass,Moderate,2010/07/02 05:00:00+00
5256,47,Good,PM2.5,28,Grass,Extremely Heavy,2010/07/01 05:00:00+00
5257,42,Good,Ozone 8-hr,9,Grass,Moderate,2010/06/30 05:00:00+00
5258,40,Good,PM2.5,13,Grass,Moderate,2010/06/29 05:00:00+00
5259,33,Good,PM2.5,20,Grass,Heavy,2010/06/28 05:00:00+00
5260,41,Good,Ozone 8-hr,,,Not on file,2010/06/27 05:00:00+00
5261,61,Moderate,Ozone 8-hr,,,Not on file,2010/06/26 05:00:00+00
5262,44,Good,Ozone 8-hr,54,Grass,Extremely Heavy,2010/06/25 05:00:00+00
5263,38,Good,PM2.5,10,Grass,Moderate,2010/06/24 05:00:00+00
5264,100,Moderate,Ozone 8-hr,1,Grass,Slight,2010/06/23 05:00:00+00
5265,71,Moderate,Ozone 8-hr,3,Grass,Slight,2010/06/22 05:00:00+00
5266,61,Moderate,Ozone 8-hr,1,Grass,Slight,2010/06/21 05:00:00+00
5267,54,Moderate,PM2.5,,,Not on file,2010/06/20 05:00:00+00
5268,77,Moderate,Ozone 8-hr,,,Not on file,2010/06/19 05:00:00+00
5269,36,Good,Ozone 8-hr,5,Grass, Oak,2010/06/18 05:00:00+00
5270,44,Good,Ozone 8-hr,5,Grass, Oak,2010/06/17 05:00:00+00
5271,33,Good,Ozone 8-hr,9,Grass, Oak,2010/06/16 05:00:00+00
5272,35,Good,PM2.5,6,Grass, Oak,2010/06/15 05:00:00+00
5273,45,Good,PM2.5,3,Grass, Oak,2010/06/14 05:00:00+00
5274,54,Moderate,PM2.5,,,Not on file,2010/06/13 05:00:00+00
5275,47,Good,PM2.5,,,Not on file,2010/06/12 05:00:00+00
5276,43,Good,PM2.5,1,Grass, Maple,2010/06/11 05:00:00+00
5277,40,Good,PM2.5,4,Grass, Maple,2010/06/10 05:00:00+00
5278,47,Good,Ozone 8-hr,3,Grass, Maple,2010/06/09 05:00:00+00
5279,45,Good,PM2.5,3,Grass, Maple,2010/06/08 05:00:00+00
5280,32,Good,Ozone 8-hr,1,Grass, Oak,2010/06/07 05:00:00+00
5281,35,Good,Ozone 8-hr,,,Not on file,2010/06/06 05:00:00+00
5282,38,Good,PM2.5,,,Not on file,2010/06/05 05:00:00+00
5283,45,Good,PM2.5,1,Grass, Pine,2010/06/04 05:00:00+00
5284,47,Good,Ozone 8-hr,5,Grass, Oak,2010/06/03 05:00:00+00
5285,50,Good,Ozone 8-hr,3,Grass, Oak,2010/06/02 05:00:00+00
5286,38,Good,Ozone 8-hr,5,Grass, Oak,2010/06/01 05:00:00+00
5287,39,Good,PM2.5,,,Not on file,2010/05/31 05:00:00+00
5288,48,Good,PM2.5,,,Not on file,2010/05/30 05:00:00+00
5289,49,Good,PM2.5,,,Not on file,2010/05/29 05:00:00+00
5290,58,Moderate,PM2.5,11,Grass, Maple,2010/05/28 05:00:00+00
5291,43,Good,Ozone 8-hr,5,Grass, Maple,2010/05/27 05:00:00+00
5292,46,Good,PM2.5,11,Grass, Maple,2010/05/26 05:00:00+00
5293,51,Moderate,PM2.5,24,Grass, Maple,2010/05/25 05:00:00+00
5294,55,Moderate,PM2.5,6,Grass, Maple,2010/05/24 05:00:00+00
5295,42,Good,PM2.5,,,Not on file,2010/05/23 05:00:00+00
5296,36,Good,PM2.5,,,Not on file,2010/05/22 05:00:00+00
5297,49,Good,PM2.5,12,, Grass,2010/05/21 05:00:00+00
5298,48,Good,PM2.5,25,, Grass,2010/05/20 05:00:00+00
5299,32,Good,PM2.5,10,Grass, Oak,2010/05/19 05:00:00+00
5300,36,Good,Ozone 8-hr,14,Grass, Oak,2010/05/18 05:00:00+00
5301,24,Good,PM2.5,5,Grass, Oak,2010/05/17 05:00:00+00
5302,,Not on file,,,,Not on file,2010/05/16 05:00:00+00
5303,44,Good,PM2.5,,,Not on file,2010/05/16 05:00:00+00
5304,45,Good,PM2.5,,,Not on file,2010/05/15 05:00:00+00
5305,54,Moderate,PM2.5,25,Grass, Maple,2010/05/14 05:00:00+00
5306,61,Moderate,PM2.5,43,Grass, Maple,2010/05/13 05:00:00+00
5307,57,Moderate,PM2.5,23,Grass, Maple,2010/05/12 05:00:00+00
5308,28,Good,PM2.5,19,Grass, Maple,2010/05/11 05:00:00+00
5309,36,Good,Ozone 8-hr,49,, Grass,2010/05/10 05:00:00+00
5310,33,Good,Ozone 8-hr,,,Not on file,2010/05/09 05:00:00+00
5311,59,Moderate,PM2.5,,,Not on file,2010/05/08 05:00:00+00
5312,64,Moderate,Ozone 8-hr,71,Grass, Oak,2010/05/07 05:00:00+00
5313,50,Good,Ozone 8-hr,85,Grass, Maple,2010/05/06 05:00:00+00
5314,54,Moderate,Ozone 8-hr,44,Grass, Maple,2010/05/05 05:00:00+00
5315,42,Good,Ozone 8-hr,13,Maple, Oak,2010/05/04 05:00:00+00
5316,28,Good,PM2.5,4,, Maple,2010/05/03 05:00:00+00
5317,34,Good,Ozone 8-hr,,,Not on file,2010/05/02 05:00:00+00
5318,44,Good,Ozone 8-hr,,,Not on file,2010/05/01 05:00:00+00
5319,46,Good,Ozone 8-hr,29,Maple, Oak,2010/04/30 05:00:00+00
5320,38,Good,PM2.5,15,Cedar, Grass,2010/04/29 05:00:00+00
5321,26,Good,Ozone 8-hr,9,Cedar, Grass,2010/04/28 05:00:00+00
5322,25,Good,PM2.5,7,Cedar, Grass,2010/04/27 05:00:00+00
5323,38,Good,Ozone 8-hr,29,Cedar, Grass,2010/04/26 05:00:00+00
5324,25,Good,Ozone 8-hr,,,Not on file,2010/04/25 05:00:00+00
5325,52,Moderate,PM2.5,,,Not on file,2010/04/24 05:00:00+00
5326,,Not on file,,,,Not on file,2010/04/23 05:00:00+00
5327,64,Moderate,PM2.5,77,Cedar, Grass,2010/04/23 05:00:00+00
5328,57,Moderate,PM2.5,82,Cedar, Grass,2010/04/22 05:00:00+00
5329,41,Good,PM2.5,68,Cedar, Grass,2010/04/21 05:00:00+00
5330,31,Good,Ozone 8-hr,108,Cedar, Grass,2010/04/20 05:00:00+00
5331,33,Good,Ozone 8-hr,358,Cedar, Grass,2010/04/19 05:00:00+00
5332,42,Good,Ozone 8-hr,,,Not on file,2010/04/18 05:00:00+00
5333,60,Moderate,PM2.5,,,Not on file,2010/04/17 05:00:00+00
5334,74,Moderate,Ozone 8-hr,807,Cedar, Maple,2010/04/16 05:00:00+00
5335,93,Moderate,Ozone 8-hr,423,Cedar, Maple,2010/04/15 05:00:00+00
5336,80,Moderate,Ozone 8-hr,539,Cedar, Maple,2010/04/14 05:00:00+00
5337,64,Moderate,Ozone 8-hr,367,Cedar, Maple,2010/04/13 05:00:00+00
5338,67,Moderate,Ozone 8-hr,245,Cedar, Maple,2010/04/12 05:00:00+00
5339,48,Good,PM2.5,,,Not on file,2010/04/11 05:00:00+00
5340,40,Good,Ozone 8-hr,,,Not on file,2010/04/10 05:00:00+00
5341,30,Good,Ozone 8-hr,221,Cedar, Maple,2010/04/09 05:00:00+00
5342,50,Good,PM2.5,185,Cedar, Maple,2010/04/08 05:00:00+00
5343,54,Moderate,PM2.5,333,Cedar, Maple,2010/04/07 05:00:00+00
5344,52,Moderate,PM2.5,300,Cedar, Grass,2010/04/06 05:00:00+00
5345,43,Good,Ozone 8-hr,111,Cedar, Maple,2010/04/05 05:00:00+00
5346,41,Good,Ozone 8-hr,,,Not on file,2010/04/04 05:00:00+00
5347,50,Good,PM2.5,,,Not on file,2010/04/03 05:00:00+00
5348,57,Moderate,PM2.5,64,Cedar, Maple,2010/04/02 05:00:00+00
5349,52,Moderate,PM2.5,30,Cedar, Maple,2010/04/01 05:00:00+00
5350,41,Good,PM2.5,12,Cedar, Maple,2010/03/31 05:00:00+00
5351,36,Good,Ozone 8-hr,16,Cedar, Maple,2010/03/30 05:00:00+00
5352,38,Good,Ozone 8-hr,13,Cedar, Maple,2010/03/29 05:00:00+00
5353,40,Good,Ozone 8-hr,,,Not on file,2010/03/28 05:00:00+00
5354,31,Good,Ozone 8-hr,,,Not on file,2010/03/27 05:00:00+00
5355,44,Good,PM2.5,6,Cedar, Maple,2010/03/26 05:00:00+00
5356,54,Moderate,PM2.5,8,Cedar, Maple,2010/03/25 05:00:00+00
5357,41,Good,PM2.5,11,Cedar, Maple,2010/03/24 05:00:00+00
5358,19,Good,Ozone 8-hr,1,Cedar, Maple,2010/03/23 05:00:00+00
5359,49,Good,PM2.5,9,Cedar, Maple,2010/03/22 05:00:00+00
5360,60,Moderate,PM2.5,,,Not on file,2010/03/21 05:00:00+00
5361,50,Good,PM2.5,,,Not on file,2010/03/20 05:00:00+00
5362,49,Good,PM2.5,27,Cedar, Maple,2010/03/19 05:00:00+00
5363,37,Good,PM2.5,3,Cedar, Maple,2010/03/18 05:00:00+00
5364,31,Good,PM2.5,1,Cedar, Maple,2010/03/17 05:00:00+00
5365,29,Good,PM2.5,8,Maple,Moderate,2010/03/16 05:00:00+00
5366,23,Good,Ozone 8-hr,15,Cedar, Maple,2010/03/15 05:00:00+00
5367,19,Good,Ozone 8-hr,,,Not on file,2010/03/14 06:00:00+00
5368,28,Good,Ozone 8-hr,,,Not on file,2010/03/13 06:00:00+00
